y_m,intensity_norm,target
-0.00155,1.70023085643186e-14,0
-0.0015475,2.39481691006999e-13,0
-0.001545,8.31789139231033e-13,0
-0.0015425,1.66721721953866e-12,0
-0.00154,2.38655607289626e-12,0
-0.0015375,2.59586642772721e-12,0
-0.001535,2.15226316317188e-12,0
-0.0015325,1.31489528541901e-12,0
-0.00153,6.0668634205477e-13,0
-0.0015275,4.56900840856721e-13,0
-0.001525,8.9498445076096e-13,0
-0.0015225,1.55143175030359e-12,0
-0.00152,1.97483147743079e-12,0
-0.0015175,1.99709575741645e-12,0
-0.001515,1.82652800419299e-12,0
-0.0015125,1.78970292162218e-12,0
-0.00151,1.97215507933081e-12,0
-0.0015075,2.11472121316859e-12,0
-0.001505,1.88568962011719e-12,0
-0.0015025,1.27399187894177e-12,0
-0.0015,6.97201250735883e-13,0
-0.0014975,6.64871290834515e-13,0
-0.001495,1.27710027432766e-12,0
-0.0014925,2.04858297559402e-12,0
-0.00149,2.28953045565503e-12,0
-0.0014875,1.74768397886837e-12,0
-0.001485,9.12756301916996e-13,0
-0.0014825,6.35291464698417e-13,0
-0.00148,1.33870563443028e-12,0
-0.0014775,2.53893051954334e-12,0
-0.001475,3.18372526430959e-12,0
-0.0014725,2.60280629744408e-12,0
-0.00147,1.25019431487812e-12,0
-0.0014675,5.10761731336315e-13,0
-0.001465,1.62040526404219e-12,0
-0.0014625,4.55795601357018e-12,0
-0.00146,7.87000856292275e-12,0
-0.0014575,9.64549150349912e-12,0
-0.001455,8.88458327557964e-12,0
-0.0014525,6.15976138502901e-12,0
-0.00145,3.06564791370323e-12,0
-0.0014475,9.79653023969105e-13,0
-0.001445,2.01607467412178e-13,0
-0.0014425,1.32526304997153e-13,0
-0.00144,1.80767198266577e-13,0
-0.0014375,4.47426829853389e-13,0
-0.001435,1.52024019315803e-12,0
-0.0014325,3.61700782756808e-12,0
-0.00143,5.9894000720628e-12,0
-0.0014275,7.27681434634976e-12,0
-0.001425,6.58431804699648e-12,0
-0.0014225,4.31639918470218e-12,0
-0.00142,1.95360881693074e-12,0
-0.0014175,8.99150796794125e-13,0
-0.001415,1.3840730220445e-12,0
-0.0014125,2.39093569925322e-12,0
-0.00141,2.64425783600943e-12,0
-0.0014075,1.7565693597985e-12,0
-0.001405,5.00412034081708e-13,0
-0.0014025,7.14352958484699e-15,0
-0.0014,6.92402298182649e-13,0
-0.0013975,1.9370700263602e-12,0
-0.001395,2.80126408378538e-12,0
-0.0013925,3.0383755320748e-12,0
