rank,score,name,defocus_waves,astigmatism_waves,spherical_waves,center_ratio,middle_over_sides,core_rms_fraction,profile_rmse_x,profile_rmse_y
184,32.15984961966834,D+0.40_A-0.60_S-0.40waves,0.3999999999999999,-0.6,-0.4,1.533846732263123,1.6600686907429634,1.0602354228678634,0.7305231514375737,0.7332148802536439
185,32.520147079132904,D-0.40_A+0.00_S+0.20waves,-0.4,0.0,0.19999999999999996,1.9534871767706972,1.260085749662524,0.5360249975844732,0.9777945765792134,0.8267116280144456
186,32.78798258257331,D+0.00_A+0.40_S+0.20waves,0.0,0.3999999999999999,0.19999999999999996,1.9736113567152935,1.2397759398024955,0.5331054127731829,0.9341519144215963,0.8383663807286892
187,32.90526736373105,D-0.40_A-0.20_S+0.40waves,-0.4,-0.2,0.3999999999999999,1.7994148004358328,1.6680373807872788,0.4116522507957675,0.7261687788712623,0.6825176743685597
188,33.12614919003888,D-0.40_A-0.20_S+0.60waves,-0.4,-0.2,0.6,1.6631049079042175,1.84235141189239,0.41155540571175797,0.6190654286611654,0.6387164240125914
189,33.58468255964418,D-0.20_A+0.20_S+0.60waves,-0.2,0.19999999999999996,0.6,1.9396860451527758,1.4795441944713148,0.4129320145136277,0.8136690484420264,0.77589006856644
190,34.4420224770839,D+0.20_A+0.60_S+0.20waves,0.19999999999999996,0.6,0.19999999999999996,2.026134347840598,1.284912403274045,0.5559578103598095,0.9665814696808719,0.8650318841828327
191,34.60000623785122,D+0.20_A+0.60_S+0.60waves,0.19999999999999996,0.6,0.6,2.037022917299127,1.3495714646869936,0.4204820213667481,0.808548404794805,0.8411812211388722
192,35.057740460649526,D+0.00_A+0.40_S+0.40waves,0.0,0.3999999999999999,0.3999999999999999,2.0328901813700213,1.3627273094406465,0.5172544899424324,0.9700170902032629,0.8566228357890435
193,35.14494085490143,D-0.20_A-0.60_S+0.20waves,-0.2,-0.6,0.19999999999999996,0.8880090432155917,2.237466882734519,0.7162962390190674,0.4209311749752719,0.49789422157923546
194,35.14502019556823,D-0.40_A+0.40_S+0.00waves,-0.4,0.3999999999999999,0.0,2.0325066870085786,0.9748868720821231,0.8332109439996653,1.2188292375590415,0.9354798449424196
195,35.20538423628712,D+0.20_A+0.60_S-0.40waves,0.19999999999999996,0.6,-0.4,2.0234445152845364,0.8661914303822775,0.8834469312584505,1.1544268703265503,0.9806649390519693
196,35.21574252665434,D-0.60_A+0.60_S-0.40waves,-0.6,0.6,-0.4,2.0216634277147483,0.9633606243884622,0.8563122182317342,1.3688993803570508,0.869908231680563
197,35.70175310551253,D-0.20_A+0.20_S+0.40waves,-0.2,0.19999999999999996,0.3999999999999999,2.0711197971638824,1.3405761284414033,0.50029608594464,0.9598539184706412,0.8750423949115022
198,35.73465623539972,D-0.20_A-0.60_S+0.40waves,-0.2,-0.6,0.3999999999999999,1.127446908407516,2.239268285760109,0.6116860480955945,0.39822528767733545,0.5846129456905352
199,35.893006588703706,D-0.40_A-0.40_S+0.40waves,-0.4,-0.4,0.3999999999999999,1.4981638528733972,2.095913093828642,0.5308497385696107,0.5797032199108396,0.6189474355793187
200,36.094802188849066,D-0.40_A+0.20_S-0.40waves,-0.4,0.19999999999999996,-0.4,1.6992437290872786,1.5924497784535372,1.1150659442187396,1.7870033393900637,0.7468211714003977
201,36.42881212373769,D+0.40_A+0.40_S-0.40waves,0.3999999999999999,0.3999999999999999,-0.4,2.02873986872049,0.8719483311986513,0.9923678217490554,1.2945606678235166,1.0295561551413164
202,36.451115872359686,D-0.40_A+0.40_S-0.40waves,-0.4,0.3999999999999999,-0.4,2.045196192545797,0.9866928421151556,0.9243098459361568,1.4543371165174586,0.9163148361223474
203,36.56540384325073,D-0.40_A-0.40_S+0.20waves,-0.4,-0.4,0.19999999999999996,1.5890530536460907,2.0560280746439905,0.5853563202991695,0.7457232208933013,0.5567172888263143
204,36.70476240536205,D-0.40_A+0.00_S+0.60waves,-0.4,0.0,0.6,2.0167398944469164,1.594647462422903,0.4446978133521512,0.857792764613423,0.8254638304211024
205,36.72815017205673,D-0.20_A+0.40_S-0.60waves,-0.2,0.3999999999999999,-0.6,2.0379813642304163,0.8915152596241658,0.9670988204293417,1.5541340330822204,0.909250363616429
206,36.921110382223915,D+0.20_A-0.20_S-0.60waves,0.19999999999999996,-0.2,-0.6,0.5171242451113415,2.071414342564031,1.0985766424415575,1.8722505339363493,0.6346145557710853
207,37.03215690081002,D-0.20_A+0.40_S-0.20waves,-0.2,0.3999999999999999,-0.2,2.099459759104826,0.8980765989400219,0.8641283106961197,1.3149946774230719,1.0060864094855768
208,37.51065439022707,D-0.40_A+0.00_S+0.40waves,-0.4,0.0,0.3999999999999999,2.1083907193381566,1.4424575868288962,0.515642431642401,0.9959181366025796,0.9001466442847172
209,38.017587022945854,D-0.40_A+0.60_S-0.60waves,-0.4,0.6,-0.6,2.136797142448466,0.8829205912733609,0.8750091343771682,1.4168412366378043,0.9281662687572777
210,38.11572080517553,D+0.00_A-0.20_S-0.40waves,0.0,-0.2,-0.4,0.7414824145507581,2.095004290685116,1.1948855512114926,2.0846036536520876,0.3861876006798771
211,38.53614040440974,D-0.20_A-0.60_S+0.60waves,-0.2,-0.6,0.6,1.3559583897299936,2.288484031592858,0.5502320837958358,0.44029269373211594,0.6746195795818996
212,38.545067454247246,D+0.20_A+0.60_S+0.40waves,0.19999999999999996,0.6,0.3999999999999999,2.200848642139809,1.2975712103410935,0.5257570057536632,0.9786787439179685,0.9470331462781122
213,38.752669629936676,D+0.40_A+0.60_S-0.60waves,0.3999999999999999,0.6,-0.6,2.1655113264903405,0.8693127772228825,0.915703678898513,1.201108531209448,1.049948094967802
214,39.092138684174365,D-0.20_A+0.60_S+0.00waves,-0.2,0.6,0.0,2.1825073528154455,1.107170854251154,0.8430551315560305,1.2879407517715347,1.015649740379053
215,39.51404388616001,D-0.40_A-0.40_S+0.60waves,-0.4,-0.4,0.6,1.5311147106301515,2.2459971872791793,0.5297960298718064,0.5363790254755636,0.7217505031402726
216,39.70018554352327,D+0.00_A+0.00_S-0.60waves,0.0,0.0,-0.6,1.5984945163767272,1.7059814011397736,1.3349877807955022,2.330162240928626,0.8321186731487552
